region,gender,education,policy_type,vehicle_class,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,total_claim_amount
599,central,f,master,personal auto,four-door car,5091,93018,63,0.0,135
600,northeast,m,bachelor,corporate auto,four-door car,7366,70014,62,0.0,18
601,northeast,f,college,personal auto,two-door car,2437,48875,61,0.0,2
602,west,m,bachelor,personal auto,four-door car,8853,67969,74,0.0,198
604,northeast,f,doctor,personal auto,two-door car,5600,68665,69,0.0,331
606,central,m,high school or below,corporate auto,four-door car,7573,37707,110,0.0,1193
607,west,m,college,personal auto,suv,14697,45345,125,0.0,600
608,east,m,bachelor,personal auto,four-door car,8972,89689,74,0.0,137
610,northeast,m,master,special auto,four-door car,5947,81139,74,0.0,393
612,central,m,bachelor,special auto,four-door car,6458,37548,81,0.0,161
614,west,m,high school or below,personal auto,four-door car,2592,72421,65,0.0,312
615,central,m,master,corporate auto,four-door car,4678,83102,116,0.0,444
616,northeast,m,college,personal auto,suv,13870,28432,118,0.0,612
617,central,f,master,corporate auto,four-door car,8718,83707,108,0.0,290
618,west,f,college,corporate auto,four-door car,5234,63259,65,0.0,317
619,central,f,high school or below,personal auto,four-door car,4764,37707,67,0.0,406
620,northeast,f,college,personal auto,four-door car,2472,63860,62,0.0,209
621,east,m,bachelor,personal auto,four-door car,2814,43836,73,0.0,138
622,west,f,college,personal auto,two-door car,5505,86132,68,0.0,301
623,northeast,f,bachelor,personal auto,two-door car,2606,28519,66,0.0,456
624,central,f,high school or below,personal auto,four-door car,10482,39102,88,0.0,152
625,west,f,bachelor,personal auto,four-door car,3257,37707,89,0.0,492
628,central,m,high school or below,personal auto,two-door car,9469,37707,88,0.0,634
629,northeast,f,college,personal auto,four-door car,5631,17291,73,0.0,350
630,west,m,bachelor,personal auto,four-door car,7781,37707,74,0.0,246
631,west,m,college,personal auto,four-door car,9817,37256,62,0.0,129
636,east,m,master,personal auto,suv,4192,77048,103,0.0,141
637,northeast,f,high school or below,personal auto,four-door car,2677,54480,67,0.0,322
638,west,m,college,personal auto,two-door car,2524,16244,68,0.0,623
639,west,f,college,special auto,four-door car,6988,22436,89,0.0,427
640,east,f,college,personal auto,four-door car,8742,71592,72,0.0,142
641,central,m,master,personal auto,four-door car,2673,28728,67,0.0,322
642,central,m,high school or below,personal auto,four-door car,12157,57449,103,0.0,494
643,west,f,doctor,personal auto,two-door car,2958,83318,73,0.0,211
646,northeast,m,bachelor,corporate auto,suv,8416,55308,107,0.0,514
649,northeast,m,college,personal auto,suv,9600,37707,131,0.0,943
650,northeast,m,bachelor,personal auto,suv,8535,55790,111,0.0,118
651,central,f,bachelor,personal auto,four-door car,8293,70258,69,0.0,225
652,northeast,f,bachelor,personal auto,two-door car,6846,37707,95,0.0,456
654,east,f,college,personal auto,two-door car,5609,44705,71,0.0,148
655,central,m,high school or below,personal auto,two-door car,5077,37707,73,0.0,526
656,east,f,master,personal auto,four-door car,5276,70446,65,0.0,156
657,east,f,high school or below,personal auto,four-door car,2515,43860,65,0.0,156
658,northeast,f,bachelor,personal auto,two-door car,3435,64348,86,0.0,212
659,northeast,m,bachelor,corporate auto,two-door car,6625,37707,62,0.0,298
660,west,m,master,special auto,four-door car,5757,88997,72,0.0,174
661,east,f,high school or below,corporate auto,four-door car,2515,43860,65,0.0,156
662,west,f,high school or below,corporate auto,four-door car,2886,10312,78,0.0,486
664,central,f,high school or below,personal auto,suv,4160,96263,103,0.0,2
665,west,f,college,corporate auto,four-door car,2846,28919,72,0.0,518
667,northeast,m,bachelor,personal auto,two-door car,5060,41869,64,0.0,262
668,central,f,high school or below,personal auto,suv,9096,37707,128,0.0,922
670,west,f,bachelor,personal auto,four-door car,8278,79780,68,0.0,326
671,northeast,f,college,personal auto,suv,9058,91025,112,0.0,328
672,west,f,high school or below,personal auto,two-door car,3802,33043,95,0.0,456
674,northeast,m,college,corporate auto,four-door car,2520,37707,70,0.0,63
675,central,f,college,corporate auto,four-door car,4984,37707,70,0.0,336
676,northeast,f,bachelor,personal auto,four-door car,2596,47234,65,0.0,16
677,northeast,m,high school or below,personal auto,four-door car,7438,86863,92,0.0,442
679,central,m,bachelor,personal auto,four-door car,5913,43676,76,0.0,365
684,northeast,m,bachelor,special auto,four-door car,5760,85448,72,0.0,16
686,west,f,bachelor,personal auto,four-door car,4381,20597,112,0.0,615
687,central,f,college,personal auto,four-door car,6998,56940,87,0.0,513
688,northeast,m,bachelor,personal auto,two-door car,11431,93210,71,0.0,75
690,central,f,master,personal auto,two-door car,8597,53736,71,0.0,169
692,northeast,f,bachelor,personal auto,four-door car,2582,76731,64,0.0,201
693,east,m,master,corporate auto,sports car,9076,37722,116,0.0,158
694,west,f,bachelor,personal auto,two-door car,4119,69379,103,0.0,494
695,northeast,m,high school or below,personal auto,four-door car,12157,57449,103,0.0,494
696,central,m,bachelor,corporate auto,four-door car,5153,37707,68,0.0,326
697,central,m,college,personal auto,two-door car,6513,37707,93,0.0,670
699,east,f,college,personal auto,four-door car,2667,94041,66,0.0,160
700,northeast,f,college,personal auto,four-door car,10928,74965,90,0.0,59
701,central,f,high school or below,personal auto,two-door car,7615,34095,63,0.0,302
703,west,m,college,corporate auto,four-door car,2435,96045,61,0.0,9
704,central,f,bachelor,personal auto,sports car,14195,86355,118,0.0,285
705,west,f,high school or below,personal auto,suv,9428,27824,118,0.0,566
706,west,m,high school or below,personal auto,suv,11982,42995,101,0.0,411
707,northeast,f,high school or below,personal auto,two-door car,3103,21235,79,0.0,244
708,west,m,high school or below,personal auto,suv,4223,74585,106,0.0,219
709,northeast,m,bachelor,personal auto,four-door car,4024,41833,103,0.0,644
710,west,f,college,personal auto,four-door car,5297,23908,70,0.0,336
712,central,m,bachelor,personal auto,suv,4416,61953,113,0.0,497
713,west,m,bachelor,corporate auto,suv,4639,37707,142,0.0,1022
714,central,m,bachelor,personal auto,suv,4864,37707,137,0.0,658
716,northeast,f,college,corporate auto,four-door car,2974,23333,74,0.0,6
717,west,m,college,personal auto,four-door car,2064,37707,61,0.0,293
719,east,m,master,personal auto,four-door car,8032,27658,68,0.0,160
720,west,m,college,special auto,suv,5489,50943,139,0.0,667
721,west,m,bachelor,personal auto,two-door car,2613,19003,71,0.0,35
722,west,m,college,personal auto,four-door car,8573,46703,108,0.0,678
724,northeast,m,college,corporate auto,four-door car,8550,21733,73,0.0,526
725,central,m,bachelor,personal auto,four-door car,2309,20811,61,0.0,293
728,west,m,high school or below,corporate auto,four-door car,7868,57340,67,0.0,159
729,west,m,college,corporate auto,four-door car,7704,49088,97,0.0,698
730,central,m,master,personal auto,suv,10552,47761,131,0.0,233
731,east,f,college,personal auto,two-door car,16045,37707,65,0.0,163
732,central,m,bachelor,personal auto,suv,8738,61281,110,0.0,80
734,central,m,bachelor,personal auto,four-door car,7705,25290,66,0.0,382
735,central,f,high school or below,personal auto,four-door car,7039,24239,88,0.0,48
737,central,m,bachelor,personal auto,sports car,8734,83210,110,0.0,528
738,northeast,f,bachelor,personal auto,two-door car,9597,38736,81,0.0,561
739,west,m,college,personal auto,four-door car,4507,37707,66,0.0,317
742,northeast,m,master,corporate auto,four-door car,5426,37707,71,0.0,408
743,west,f,high school or below,personal auto,suv,7998,29066,100,0.0,844
744,central,m,bachelor,personal auto,four-door car,2898,54337,72,0.0,346
745,northeast,f,high school or below,personal auto,four-door car,11600,67616,96,0.0,340
746,west,f,bachelor,personal auto,two-door car,15148,41082,63,0.0,107
750,west,m,college,personal auto,four-door car,9927,19592,92,0.0,442
753,west,f,college,special auto,four-door car,2722,17576,71,0.0,399
754,west,f,bachelor,personal auto,four-door car,7083,41449,89,0.0,64
756,central,f,college,personal auto,four-door car,5890,62007,73,0.0,120
758,central,f,bachelor,personal auto,four-door car,5288,42621,66,0.0,317
763,central,m,college,corporate auto,two-door car,2164,37707,63,0.0,302
765,northeast,f,high school or below,personal auto,four-door car,5208,21952,66,0.0,317
767,west,m,college,personal auto,two-door car,12281,88340,102,0.0,490
768,west,f,college,personal auto,four-door car,2441,37707,65,0.0,312
769,northeast,m,bachelor,corporate auto,four-door car,6536,37707,65,0.0,468
770,east,f,college,personal auto,two-door car,9207,24589,82,0.0,511
773,west,f,college,personal auto,suv,4626,66670,114,0.0,518
774,central,m,bachelor,personal auto,two-door car,14042,88854,118,0.0,715
776,west,f,high school or below,personal auto,four-door car,2515,43860,65,0.0,156
778,northeast,m,college,corporate auto,four-door car,13917,67267,89,0.0,95
781,northeast,f,high school or below,personal auto,suv,4322,37707,119,0.0,571
782,west,f,college,corporate auto,suv,8002,37707,107,0.0,514
783,central,m,college,corporate auto,four-door car,3885,37707,105,0.0,504
784,northeast,m,college,personal auto,suv,4472,37707,135,0.0,972
787,central,f,master,personal auto,two-door car,16302,19614,85,0.0,574
788,northeast,f,college,personal auto,four-door car,2320,37707,64,0.0,633
790,east,m,college,personal auto,four-door car,2860,51159,72,0.0,4
791,west,m,college,personal auto,two-door car,2453,83772,62,0.0,42
792,central,m,college,personal auto,sports car,5990,66839,154,0.0,739
795,northeast,f,high school or below,personal auto,four-door car,2458,52926,61,0.0,293
796,central,f,bachelor,personal auto,four-door car,2380,37707,67,0.0,495
797,east,f,bachelor,personal auto,four-door car,8287,40001,70,0.0,143
798,west,m,college,personal auto,four-door car,2394,37707,70,0.0,425
799,northeast,m,college,personal auto,two-door car,4657,18024,65,0.0,312
801,northeast,f,bachelor,personal auto,four-door car,2804,23220,74,0.0,251
802,west,f,high school or below,personal auto,suv,8647,64125,108,0.0,370
803,northeast,f,college,corporate auto,four-door car,7426,58042,62,0.0,161
804,northeast,f,high school or below,corporate auto,suv,4529,90034,112,0.0,538
805,central,m,high school or below,special auto,four-door car,2227,27972,61,0.0,293
806,west,f,high school or below,personal auto,four-door car,7293,37707,65,0.0,312
807,central,m,bachelor,corporate auto,four-door car,3184,50989,80,0.0,256
808,central,f,bachelor,special auto,four-door car,11315,11885,101,0.0,485
809,west,f,bachelor,special auto,four-door car,2531,89451,63,0.0,62
811,east,m,bachelor,personal auto,suv,8642,78904,109,0.0,250
813,central,m,high school or below,personal auto,two-door car,5272,32653,67,0.0,322
815,west,m,master,personal auto,suv,13956,90279,115,0.0,372
816,northeast,f,college,personal auto,four-door car,5002,37707,72,0.0,542
818,west,m,college,personal auto,four-door car,7619,37707,105,0.0,504
819,northeast,f,bachelor,personal auto,suv,12551,22234,160,0.0,768
821,central,f,high school or below,personal auto,two-door car,6794,22250,86,0.0,721
822,northeast,m,bachelor,personal auto,four-door car,5272,37707,80,0.0,576
824,west,f,high school or below,corporate auto,four-door car,8548,51179,71,0.0,466
825,west,m,bachelor,personal auto,four-door car,2787,38667,72,0.0,159
826,west,f,master,corporate auto,suv,4627,79487,114,0.0,547
829,northeast,f,college,corporate auto,four-door car,5171,37707,71,0.0,860
830,west,f,master,corporate auto,suv,8960,71943,112,0.0,306
831,northeast,f,college,personal auto,four-door car,5472,53526,68,0.0,279
833,west,m,college,personal auto,four-door car,2620,24721,67,0.0,140
835,central,m,master,personal auto,four-door car,5757,88997,72,0.0,174
837,central,f,high school or below,personal auto,two-door car,2701,76310,67,0.0,322
838,west,m,bachelor,personal auto,four-door car,3712,73205,92,0.0,37
841,west,f,bachelor,personal auto,suv,8237,23940,107,0.0,514
842,west,f,high school or below,personal auto,four-door car,2243,37707,62,0.0,446
843,west,m,bachelor,personal auto,four-door car,8434,44216,71,0.0,72
844,west,m,high school or below,corporate auto,four-door car,2227,27972,61,0.0,293
845,central,f,high school or below,personal auto,four-door car,5170,37707,69,0.0,331
846,west,f,master,personal auto,four-door car,2641,29305,66,0.0,475
847,west,f,college,personal auto,four-door car,2791,53882,69,0.0,331
849,west,f,bachelor,personal auto,two-door car,7580,33906,64,0.0,402
852,northeast,m,college,corporate auto,suv,4748,42165,123,0.0,800
853,east,m,college,personal auto,suv,3541,37707,101,0.0,727
854,west,m,doctor,personal auto,four-door car,3436,30817,88,0.0,92
855,west,m,bachelor,personal auto,four-door car,2582,68074,65,0.0,28
858,west,f,college,personal auto,two-door car,4331,37707,61,0.0,293
859,northeast,m,master,personal auto,sports car,9076,37722,116,0.0,158
860,central,f,bachelor,personal auto,suv,14635,37707,139,0.0,667
861,east,m,high school or below,personal auto,sports car,8565,95697,107,0.0,178
862,west,f,college,personal auto,four-door car,11566,64642,96,0.0,404
863,northeast,f,college,personal auto,two-door car,2771,50071,71,0.0,19
865,west,m,college,corporate auto,four-door car,7582,64801,64,0.0,268
866,central,m,bachelor,personal auto,four-door car,3323,70410,83,0.0,132
870,northeast,m,master,personal auto,two-door car,2551,79751,63,0.0,392
872,central,m,bachelor,personal auto,sports car,4539,82297,116,0.0,0
874,west,m,high school or below,personal auto,four-door car,8730,43259,73,0.0,350
875,northeast,m,college,personal auto,four-door car,8333,37707,79,0.0,379
876,west,m,college,personal auto,four-door car,2358,25064,62,0.0,298
877,central,m,master,personal auto,sports car,4637,25816,119,0.0,571
878,west,m,bachelor,personal auto,four-door car,5357,37707,73,0.0,351
879,northeast,f,college,corporate auto,four-door car,5392,41662,69,0.0,218
880,central,m,bachelor,personal auto,four-door car,3694,96170,92,0.0,442
881,central,f,high school or below,personal auto,four-door car,5040,46072,64,0.0,26
883,northeast,m,high school or below,personal auto,four-door car,4842,35127,62,0.0,298
889,west,f,college,corporate auto,suv,9463,69654,118,0.0,630
890,west,f,bachelor,personal auto,suv,13441,80744,111,0.0,361
891,west,f,bachelor,corporate auto,suv,3887,37707,112,0.0,1186
894,northeast,m,bachelor,corporate auto,four-door car,2539,18608,71,0.0,341
895,west,m,high school or below,personal auto,four-door car,5640,73168,70,0.0,426
896,east,m,bachelor,personal auto,four-door car,11681,70930,99,0.0,190
898,central,f,master,corporate auto,two-door car,13778,91474,113,0.0,24
900,central,f,high school or below,special auto,four-door car,2272,16618,62,0.0,219
902,northeast,m,doctor,personal auto,sports car,9756,67632,121,0.0,27
903,northeast,f,bachelor,personal auto,suv,9423,34115,119,0.0,466
904,central,m,high school or below,personal auto,two-door car,3837,23051,99,0.0,475
905,west,m,college,personal auto,four-door car,10952,23748,99,0.0,607
906,central,f,college,corporate auto,four-door car,8159,40589,69,0.0,331
